"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Gm35967",0.129877463171633,1.25876351597793,4.53207705473908,0.277745391522343,0.781207813525574,NA
"Gm10076",0,NA,NA,NA,NA,NA
"LOC118568134",0.285695130067469,1.83634526585383,4.50195279767507,0.407899715608339,0.683347301560736,NA
"Mir6390",0,NA,NA,NA,NA,NA
"Gm6145",0,NA,NA,NA,NA,NA
"9330188P03Rik",0,NA,NA,NA,NA,NA
"Gm35909",0,NA,NA,NA,NA,NA
"4930449E01Rik",0,NA,NA,NA,NA,NA
"5430440P10Rik",0,NA,NA,NA,NA,NA
"Gm16259",0,NA,NA,NA,NA,NA
"Gm24207",0,NA,NA,NA,NA,NA
"Ndfip2",0.285695130067469,1.83634526585383,4.50195279767507,0.407899715608339,0.683347301560736,NA
"Gm22290",0,NA,NA,NA,NA,NA
"Gm6201",0,NA,NA,NA,NA,NA
"Rbm26",0,NA,NA,NA,NA,NA
"Gm5671",0,NA,NA,NA,NA,NA
"Gm24280",0,NA,NA,NA,NA,NA
"D130009I18Rik",0,NA,NA,NA,NA,NA
"Gm25724",0,NA,NA,NA,NA,NA
"Gm35680",0,NA,NA,NA,NA,NA
"Gm22021",0,NA,NA,NA,NA,NA
"Obi1",0,NA,NA,NA,NA,NA
"Pou4f1",0,NA,NA,NA,NA,NA
"Gm35362",0,NA,NA,NA,NA,NA
"D130079A08Rik",0,NA,NA,NA,NA,NA
"Gm52151",0,NA,NA,NA,NA,NA
"Gm35308",0,NA,NA,NA,NA,NA
"Gm41237",0,NA,NA,NA,NA,NA
"Gm41238",0,NA,NA,NA,NA,NA
"4930432J09Rik",0,NA,NA,NA,NA,NA
"4930518C04Rik",0,NA,NA,NA,NA,NA
"Ednrb",0,NA,NA,NA,NA,NA
"Gm35116",4.87573313000085,-2.88210456291194,2.99148943156303,-0.96343464646842,0.335329446352579,0.99908871025226
"Gm35197",0,NA,NA,NA,NA,NA
"Slain1os",0,NA,NA,NA,NA,NA
"Slain1",0,NA,NA,NA,NA,NA
"Scel",5.66883385087906,-3.05178502786854,2.55849642021101,-1.192804103129,0.232946102786872,0.99908871025226
"Gm34907",0.498263730442843,-2.25625097798128,4.50025696402192,-0.501360476972596,0.616117449952078,NA
"LOC118567337",0,NA,NA,NA,NA,NA
"Gm4654",0,NA,NA,NA,NA,NA
"Gm34758",0,NA,NA,NA,NA,NA
"Mycbp2",1.13946852237276,-1.08176451696841,3.5181027663282,-0.307485195521289,0.758474089851932,0.99908871025226
"Fbxl3",0,NA,NA,NA,NA,NA
"Cln5",4.52545308797822,1.06261444770067,2.60131756402316,0.408490859553974,0.682913339770453,0.99908871025226
"Gm41236",1.66087910147614,-3.9773608934203,3.96773308595646,-1.00242652599237,0.316137636087138,0.99908871025226
"Acod1",0,NA,NA,NA,NA,NA
"Gm41235",0,NA,NA,NA,NA,NA
"Gm34643",0,NA,NA,NA,NA,NA
"Rpl17-ps7",0,NA,NA,NA,NA,NA
"4933432I03Rik",2.49812964091512,2.52666333257492,3.30285500847075,0.764993717887963,0.44427528544445,0.99908871025226
"Mir5130",0,NA,NA,NA,NA,NA
"Kctd12",0.527803164309158,-2.26564738799405,4.49966292051392,-0.503514913898323,0.614602297464248,NA
"Gm34589",0,NA,NA,NA,NA,NA
"Gm41234",0,NA,NA,NA,NA,NA
"Gm41233",0,NA,NA,NA,NA,NA
"Gm9448",0,NA,NA,NA,NA,NA
"Gm22347",0,NA,NA,NA,NA,NA
"Gm41232",0,NA,NA,NA,NA,NA
"Gm5854",0,NA,NA,NA,NA,NA
"Gm52170",0,NA,NA,NA,NA,NA
"Lmo7",0,NA,NA,NA,NA,NA
"Gm9922",0,NA,NA,NA,NA,NA
"Gm18075",0,NA,NA,NA,NA,NA
"Uchl3",0.129877463171633,1.25876351597793,4.53207705473908,0.277745391522343,0.781207813525574,NA
"Commd6",0,NA,NA,NA,NA,NA
"Gm34417",0,NA,NA,NA,NA,NA
"Tbc1d4",0,NA,NA,NA,NA,NA
"Hspd1-ps5",0,NA,NA,NA,NA,NA
"Gm34361",0,NA,NA,NA,NA,NA
"Prr30",0,NA,NA,NA,NA,NA
"Gm46481",0,NA,NA,NA,NA,NA
"Gm23538",0,NA,NA,NA,NA,NA
"Gm46483",0,NA,NA,NA,NA,NA
"Gm24345",0,NA,NA,NA,NA,NA
"Gm9302",0,NA,NA,NA,NA,NA
"Gm26367",0,NA,NA,NA,NA,NA
"Gm34199",0,NA,NA,NA,NA,NA
"Gm41231",0,NA,NA,NA,NA,NA
"Gm16260",0,NA,NA,NA,NA,NA
"LOC118568133",0,NA,NA,NA,NA,NA
"Klf12",1.23401275008879,-3.51426023119256,3.83440126812381,-0.91650820700675,0.359400404907657,0.99908871025226
"Gm5958",0,NA,NA,NA,NA,NA
"Gm22970",0,NA,NA,NA,NA,NA
"Gm33880",0,NA,NA,NA,NA,NA
"Gm9298",0,NA,NA,NA,NA,NA
"Gm34061",0.259754926343266,1.91933337637278,4.49843805130554,0.426666623944227,0.669622163726805,NA
"Gm41230",0,NA,NA,NA,NA,NA
"Gm49219",0,NA,NA,NA,NA,NA
"Gm25130",0,NA,NA,NA,NA,NA
"Gm22984",0,NA,NA,NA,NA,NA
"Klf5",0,NA,NA,NA,NA,NA
"Pibf1",0,NA,NA,NA,NA,NA
"Dis3",0,NA,NA,NA,NA,NA
"Bora",0,NA,NA,NA,NA,NA
"Mzt1",0,NA,NA,NA,NA,NA
"Rpl36a-ps1",0,NA,NA,NA,NA,NA
"Gm18148",0,NA,NA,NA,NA,NA
"Gm41228",0,NA,NA,NA,NA,NA
"LOC118568132",0,NA,NA,NA,NA,NA
"Gm46478",0,NA,NA,NA,NA,NA
"LOC118568131",0,NA,NA,NA,NA,NA
"Gm26139",0,NA,NA,NA,NA,NA
"LOC115488420",0,NA,NA,NA,NA,NA
"Gm46477",0,NA,NA,NA,NA,NA
"Gm51423",0,NA,NA,NA,NA,NA
"Gm26006",0,NA,NA,NA,NA,NA
"Gm33583",0,NA,NA,NA,NA,NA
"Gm25831",0,NA,NA,NA,NA,NA
"Dach1",0.285695130067469,1.83634526585383,4.50195279767507,0.407899715608339,0.683347301560736,NA
"Gm9290",0,NA,NA,NA,NA,NA
"Gm23276",0,NA,NA,NA,NA,NA
"Gm33525",0,NA,NA,NA,NA,NA
"Gm9287",0,NA,NA,NA,NA,NA
"Gm24770",0,NA,NA,NA,NA,NA
"Gm20592",0.17840642147047,-1.00501262027981,4.56209215174643,-0.220296431297441,0.825640299311718,NA
"Gm18926",0,NA,NA,NA,NA,NA
"Gnb1-ps2",0,NA,NA,NA,NA,NA
"Gm25133",0,NA,NA,NA,NA,NA
"Gm24043",0,NA,NA,NA,NA,NA
"Klhl1",0,NA,NA,NA,NA,NA
"Gm19099",0,NA,NA,NA,NA,NA
"Gm18885",0,NA,NA,NA,NA,NA
"Spertl",0,NA,NA,NA,NA,NA
"Gm5207",0,NA,NA,NA,NA,NA
"Gm9721",0,NA,NA,NA,NA,NA
"Gm24680",0,NA,NA,NA,NA,NA
"Gm33450",0,NA,NA,NA,NA,NA
"Gm18074",0,NA,NA,NA,NA,NA
"Gm23324",0,NA,NA,NA,NA,NA
"Gm17922",0,NA,NA,NA,NA,NA
"Gm9247",0,NA,NA,NA,NA,NA
"Gm23509",0,NA,NA,NA,NA,NA
"Pcdh9",0.938473346327656,0.188444229153025,3.37425589800275,0.0558476401462517,0.955463182789663,0.99908871025226
"Gm7232",0,NA,NA,NA,NA,NA
"Gm24127",0,NA,NA,NA,NA,NA
"Gm7272",0,NA,NA,NA,NA,NA
"Gm23225",0,NA,NA,NA,NA,NA
"Gm18082",0,NA,NA,NA,NA,NA
"Gm33246",0,NA,NA,NA,NA,NA
"Gm41226",0,NA,NA,NA,NA,NA
"Gm25495",0,NA,NA,NA,NA,NA
"4930474H20Rik",0,NA,NA,NA,NA,NA
"LOC115488418",0,NA,NA,NA,NA,NA
"Gm5088",0,NA,NA,NA,NA,NA
"Gm25415",0,NA,NA,NA,NA,NA
"Gm25886",0,NA,NA,NA,NA,NA
"Gm17882",0,NA,NA,NA,NA,NA
"Gm41225",0,NA,NA,NA,NA,NA
"Pcdh20",0,NA,NA,NA,NA,NA
"Gm9275",0,NA,NA,NA,NA,NA
"Gm48929",0.17840642147047,-1.00501262027981,4.56209215174643,-0.220296431297441,0.825640299311718,NA
"Gm9274",0,NA,NA,NA,NA,NA
"Gm33203",0.628141193614476,-0.954247076307904,4.46982462586218,-0.213486468973901,0.830947542054938,NA
"Rps3a2",0,NA,NA,NA,NA,NA
"Gm4355",0,NA,NA,NA,NA,NA
"Gm18812",0,NA,NA,NA,NA,NA
"LOC115488414",0,NA,NA,NA,NA,NA
"Gm33121",0,NA,NA,NA,NA,NA
"Tdrd3",0.285695130067469,1.83634526585383,4.50195279767507,0.407899715608339,0.683347301560736,NA
"Gm23278",0,NA,NA,NA,NA,NA
"Gm41222",0,NA,NA,NA,NA,NA
"Gm41223",0,NA,NA,NA,NA,NA
"Gm33025",0,NA,NA,NA,NA,NA
"Diaph3",0,NA,NA,NA,NA,NA
"Gm32969",0,NA,NA,NA,NA,NA
"Gm25115",0,NA,NA,NA,NA,NA
"Gm32913",0,NA,NA,NA,NA,NA
"Gm4350",0,NA,NA,NA,NA,NA
"Gm23926",0,NA,NA,NA,NA,NA
"Gm32860",0,NA,NA,NA,NA,NA
"Gm41220",0,NA,NA,NA,NA,NA
"Gm32815",0.129877463171633,1.25876351597793,4.53207705473908,0.277745391522343,0.781207813525574,NA
"4930529K09Rik",0,NA,NA,NA,NA,NA
"Gm49060",0,NA,NA,NA,NA,NA
"Gm32729",0,NA,NA,NA,NA,NA
"Gm9264",0,NA,NA,NA,NA,NA
"Gm7004",0,NA,NA,NA,NA,NA
"9630013A20Rik",0.285695130067469,1.83634526585383,4.50195279767507,0.407899715608339,0.683347301560736,NA
"Pcdh17",0,NA,NA,NA,NA,NA
"Gm32498",0,NA,NA,NA,NA,NA
"Gm29800",0,NA,NA,NA,NA,NA
"Gm32455",6.36399569541002,6.45207109453606,3.2426910411277,1.98972736307689,0.0466209767336547,0.879177827515725
"Gm24774",0,NA,NA,NA,NA,NA
"Gm19050",0.17840642147047,-1.00501262027981,4.56209215174643,-0.220296431297441,0.825640299311718,NA
"Gm18525",0,NA,NA,NA,NA,NA
"Gm19311",0,NA,NA,NA,NA,NA
"Gm41219",0,NA,NA,NA,NA,NA
"Cyp2c73-ps",0,NA,NA,NA,NA,NA
"Gm19120",0,NA,NA,NA,NA,NA
"Gm31980",0,NA,NA,NA,NA,NA
"Gm9578",0,NA,NA,NA,NA,NA
"Gm31776",0,NA,NA,NA,NA,NA
"Gm17923",0,NA,NA,NA,NA,NA
"Olfm4",0,NA,NA,NA,NA,NA
"Gm18605",0.129877463171633,1.25876351597793,4.53207705473908,0.277745391522343,0.781207813525574,NA
"Gm6999",0,NA,NA,NA,NA,NA
"Gm10845",0.308283884642103,0.296992494461964,4.53207645824001,0.0655312189012138,0.947751050659475,NA
"Gm9748",0,NA,NA,NA,NA,NA
"Pcdh8",0,NA,NA,NA,NA,NA
"LOC115485928",0,NA,NA,NA,NA,NA
"Mir759",0,NA,NA,NA,NA,NA
"4930452G13Rik",0,NA,NA,NA,NA,NA
"Gm41218",0,NA,NA,NA,NA,NA
"Cnmd",0,NA,NA,NA,NA,NA
"Sugt1",0,NA,NA,NA,NA,NA
"Gm9243",0,NA,NA,NA,NA,NA
"n-TEttc4",0,NA,NA,NA,NA,NA
"Elf1",0,NA,NA,NA,NA,NA
"Wbp4",0,NA,NA,NA,NA,NA
"Kbtbd6",0,NA,NA,NA,NA,NA
"Kbtbd7",0,NA,NA,NA,NA,NA
"Mtrf1",0,NA,NA,NA,NA,NA
"Naa16",0.960317013909704,-1.68232091578665,4.04560876330122,-0.415838756097086,0.677527997044579,0.99908871025226
"Rgcc",0,NA,NA,NA,NA,NA
"Zfp957",0,NA,NA,NA,NA,NA
"Gm4632",0,NA,NA,NA,NA,NA
"Gm18081",0,NA,NA,NA,NA,NA
"Gm30970",0,NA,NA,NA,NA,NA
"Gm6997",0,NA,NA,NA,NA,NA
"Vwa8",2.52230880881325,-0.127821077756106,2.42161643299542,-0.0527833706504864,0.957904511327271,0.99908871025226
"Gm19098",0,NA,NA,NA,NA,NA
"Gm30584",0,NA,NA,NA,NA,NA
"Gm18368",0,NA,NA,NA,NA,NA
"Gm30716",4.29188789036665,1.65091883081901,2.22568552911371,0.741757453703003,0.458234302762504,0.99908871025226
"Gm26251",0,NA,NA,NA,NA,NA
"Dgkh",0,NA,NA,NA,NA,NA
"Akap11",0,NA,NA,NA,NA,NA
"Gm4821",0,NA,NA,NA,NA,NA
"Gm18277",0,NA,NA,NA,NA,NA
"Gm30662",0,NA,NA,NA,NA,NA
"Tnfsf11",0,NA,NA,NA,NA,NA
"Mir1971",0,NA,NA,NA,NA,NA
"Gm30608",0,NA,NA,NA,NA,NA
"Fam216b",0,NA,NA,NA,NA,NA
"Epsti1",0,NA,NA,NA,NA,NA
"Dnajc15",0,NA,NA,NA,NA,NA
"Gm1587",0,NA,NA,NA,NA,NA
"Gm30467",0,NA,NA,NA,NA,NA
"Gm52115",0,NA,NA,NA,NA,NA
"Gm23823",0,NA,NA,NA,NA,NA
"Gm6994",0,NA,NA,NA,NA,NA
"Gm41217",0,NA,NA,NA,NA,NA
"Gm10132",0,NA,NA,NA,NA,NA
"Enox1",0,NA,NA,NA,NA,NA
"Ccdc122",0,NA,NA,NA,NA,NA
"Lacc1",0,NA,NA,NA,NA,NA
"Gm4291",0,NA,NA,NA,NA,NA
"Gm30365",0,NA,NA,NA,NA,NA
"LOC118568127",0,NA,NA,NA,NA,NA
"Gm30246",200.027379406183,-3.15013078585021,2.90486834229879,-1.08443151793837,0.278173515492507,0.99908871025226
"4930431P22Rik",0,NA,NA,NA,NA,NA
"LOC115485926",0,NA,NA,NA,NA,NA
"1700108F19Rik",0,NA,NA,NA,NA,NA
"1700105F02Rik",0,NA,NA,NA,NA,NA
"Fkbp1a-ps1",0,NA,NA,NA,NA,NA
"Gm36845",0,NA,NA,NA,NA,NA
"Serp2",0,NA,NA,NA,NA,NA
"4930444M15Rik",0,NA,NA,NA,NA,NA
"Tsc22d1",0,NA,NA,NA,NA,NA
"Gm41215",0,NA,NA,NA,NA,NA
"2900040C04Rik",0,NA,NA,NA,NA,NA
"Rps2-ps6",0,NA,NA,NA,NA,NA
"Gm36583",0,NA,NA,NA,NA,NA
"Gm41214",0,NA,NA,NA,NA,NA
"Gm36534",0,NA,NA,NA,NA,NA
"n-TEttc6",0,NA,NA,NA,NA,NA
"Nufip1",0,NA,NA,NA,NA,NA
"Gpalpp1",0,NA,NA,NA,NA,NA
"Gm36477",0,NA,NA,NA,NA,NA
"Gm36429",0,NA,NA,NA,NA,NA
"Gm25517",0,NA,NA,NA,NA,NA
"LOC118568126",0,NA,NA,NA,NA,NA
"Kctd4",0,NA,NA,NA,NA,NA
"Gm9209",0,NA,NA,NA,NA,NA
"Gtf2f2",0,NA,NA,NA,NA,NA
"Gm52138",0,NA,NA,NA,NA,NA
"Snora31",0,NA,NA,NA,NA,NA
"Tpt1",0,NA,NA,NA,NA,NA
"Gm4285",0,NA,NA,NA,NA,NA
"Gm36271",0.285695130067469,1.83634526585383,4.50195279767507,0.407899715608339,0.683347301560736,NA
"Slc25a30",0,NA,NA,NA,NA,NA
"Cog3",0,NA,NA,NA,NA,NA
"Gm23622",0,NA,NA,NA,NA,NA
"Erich6b",0.166087910147614,-1.0050126202798,4.56209215174643,-0.220296431297441,0.825640299311718,NA
"Gm36219",0,NA,NA,NA,NA,NA
"Cby2",0,NA,NA,NA,NA,NA
"Gm36060",0,NA,NA,NA,NA,NA
"Gm35966",0,NA,NA,NA,NA,NA
"Siah3",0,NA,NA,NA,NA,NA
"Gm41212",0,NA,NA,NA,NA,NA
"Gm46470",0,NA,NA,NA,NA,NA
"Zc3h13",0,NA,NA,NA,NA,NA
"Gm18147",0,NA,NA,NA,NA,NA
"Gm35679",0,NA,NA,NA,NA,NA
"Cpb2",0,NA,NA,NA,NA,NA
"Gm15628",0,NA,NA,NA,NA,NA
"Lcp1",2.52964600641059,4.04462418724083,2.95156034849127,1.37033423331774,0.170582591460539,0.99908871025226
"Lrrc63",0,NA,NA,NA,NA,NA
"LOC115488416",0,NA,NA,NA,NA,NA
"Rubcnl",0,NA,NA,NA,NA,NA
"Gm4278",0,NA,NA,NA,NA,NA
"Gm10847",0,NA,NA,NA,NA,NA
"Gm52135",0,NA,NA,NA,NA,NA
"Lrch1",15.3255406542527,7.71632948939071,3.14854712256991,2.45075877507988,0.0142555452575893,0.755692796908426
"Esd",0,NA,NA,NA,NA,NA
"Gm9212",0,NA,NA,NA,NA,NA
"Htr2a",124.490772683745,-5.38802489758353,2.3363650849359,-2.30615708663159,0.0211018564562936,0.793525147829374
"Gm41210",0,NA,NA,NA,NA,NA
"Gm49174",0,NA,NA,NA,NA,NA
"4933402J15Rik",0,NA,NA,NA,NA,NA
"LOC118568125",0,NA,NA,NA,NA,NA
"Gm6986",0,NA,NA,NA,NA,NA
"Cbx3-ps6",0,NA,NA,NA,NA,NA
"Gm18683",0,NA,NA,NA,NA,NA
"Gm16409",0,NA,NA,NA,NA,NA
"Gm24540",0,NA,NA,NA,NA,NA
"Sucla2",0,NA,NA,NA,NA,NA
"Gm41209",0,NA,NA,NA,NA,NA
"Nudt15",0,NA,NA,NA,NA,NA
"Med4",0,NA,NA,NA,NA,NA
"Gm4266",0,NA,NA,NA,NA,NA
"Gm35450",0,NA,NA,NA,NA,NA
"Itm2b",0,NA,NA,NA,NA,NA
"Lpar6",0,NA,NA,NA,NA,NA
"Mir687",0,NA,NA,NA,NA,NA
"Rb1",0,NA,NA,NA,NA,NA
"Gm52109",0,NA,NA,NA,NA,NA
"Rcbtb2",0,NA,NA,NA,NA,NA
"Gm35388",0,NA,NA,NA,NA,NA
"Cysltr2",0,NA,NA,NA,NA,NA
"Gm9199",0,NA,NA,NA,NA,NA
"Gm41208",0.166087910147614,-1.0050126202798,4.56209215174643,-0.220296431297441,0.825640299311718,NA
"Gm9198",0,NA,NA,NA,NA,NA
"Gm41207",0,NA,NA,NA,NA,NA
"Gm41206",0,NA,NA,NA,NA,NA
"Gm4606",0,NA,NA,NA,NA,NA
"Gm35218",0,NA,NA,NA,NA,NA
"Fndc3a",0.965169305461149,2.27226292045428,3.63101319371382,0.625793077366981,0.531450673059344,0.99908871025226
"Mlnr-ps",0,NA,NA,NA,NA,NA
"Gm30500",0,NA,NA,NA,NA,NA
"Gm9195",2.70113363377885,5.19459003139715,3.22755198574885,1.6094520101717,0.107517540481832,0.99908871025226
"Gm41205",0,NA,NA,NA,NA,NA
"Gm23735",0,NA,NA,NA,NA,NA
"Gm41204",0,NA,NA,NA,NA,NA
"Gm35079",0,NA,NA,NA,NA,NA
"4930434J06Rik",0,NA,NA,NA,NA,NA
"Gm9192",0,NA,NA,NA,NA,NA
"Gm34998",0,NA,NA,NA,NA,NA
"Gm34819",0,NA,NA,NA,NA,NA
"4930429C20Rik",0,NA,NA,NA,NA,NA
"Gm41203",0,NA,NA,NA,NA,NA
"Gm4251",0,NA,NA,NA,NA,NA
"Gm34757",0.917435553824057,0.2605447606025,4.02640096069649,0.0647090945849146,0.948405621569588,0.99908871025226
"Gm34703",0,NA,NA,NA,NA,NA
"Gm34588",0,NA,NA,NA,NA,NA
"Gfra2",0,NA,NA,NA,NA,NA
"2410012E07Rik",0,NA,NA,NA,NA,NA
"Gm34500",0,NA,NA,NA,NA,NA
"Gm34442",0,NA,NA,NA,NA,NA
"Dok2",0,NA,NA,NA,NA,NA
"Gm9171",0,NA,NA,NA,NA,NA
"Xpo7",0,NA,NA,NA,NA,NA
"Gm52133",0,NA,NA,NA,NA,NA
"Npm2",0,NA,NA,NA,NA,NA
"Fgf17",0,NA,NA,NA,NA,NA
"Gm38605",0,NA,NA,NA,NA,NA
"Dmtn",0,NA,NA,NA,NA,NA
"Fam160b2",0,NA,NA,NA,NA,NA
"Nudt18",0,NA,NA,NA,NA,NA
"LOC118568163",0,NA,NA,NA,NA,NA
"Hr",0,NA,NA,NA,NA,NA
"Reep4",0,NA,NA,NA,NA,NA
"Lgi3",2.90291740370037,-4.75788298428723,3.71088783530995,-1.28214141613629,0.199793042654003,0.99908871025226
"Sftpc",0,NA,NA,NA,NA,NA
"Gm52136",0,NA,NA,NA,NA,NA
"Bmp1",1.45106440491198,3.13621791211692,3.31967173000703,0.944737361760246,0.344792977637065,0.99908871025226
"Phyhip",0,NA,NA,NA,NA,NA
"Mir320",0,NA,NA,NA,NA,NA
"Polr3d",0,NA,NA,NA,NA,NA
"Gm24890",0,NA,NA,NA,NA,NA
"Gm22725",0,NA,NA,NA,NA,NA
"Piwil2",0,NA,NA,NA,NA,NA
"Gm9174",0,NA,NA,NA,NA,NA
"Slc39a14",0,NA,NA,NA,NA,NA
"Gm4240",0,NA,NA,NA,NA,NA
"Gm33790",0,NA,NA,NA,NA,NA
"Ppp3cc",0,NA,NA,NA,NA,NA
"Gm26908",0,NA,NA,NA,NA,NA
"Sorbs3",0,NA,NA,NA,NA,NA
"Pdlim2",0,NA,NA,NA,NA,NA
"9930012K11Rik",0,NA,NA,NA,NA,NA
"Ccar2",0,NA,NA,NA,NA,NA
"Bin3",0,NA,NA,NA,NA,NA
"Egr3",0,NA,NA,NA,NA,NA
"Gm33524",0,NA,NA,NA,NA,NA
"Gm41198",0,NA,NA,NA,NA,NA
"Gm9148",0,NA,NA,NA,NA,NA
"Gm19017",0,NA,NA,NA,NA,NA
"Pebp4",0,NA,NA,NA,NA,NA
"Rhobtb2",0,NA,NA,NA,NA,NA
"Tnfrsf10b",0,NA,NA,NA,NA,NA
"Gm17740",0,NA,NA,NA,NA,NA
"4930480K23Rik",0,NA,NA,NA,NA,NA
"Gm18682",0,NA,NA,NA,NA,NA
"Chmp7",0,NA,NA,NA,NA,NA
"R3hcc1",0,NA,NA,NA,NA,NA
"Mir6950",0,NA,NA,NA,NA,NA
"Loxl2",0,NA,NA,NA,NA,NA
"Gm27177",0,NA,NA,NA,NA,NA
"LOC118568162",0,NA,NA,NA,NA,NA
"Entpd4b",0.263901582154579,-1.0050126202798,4.56209215174643,-0.220296431297441,0.825640299311718,NA
"LOC115488278",1.38488855451156,1.31183062993994,3.67859523981009,0.356611843494819,0.721382409884746,0.99908871025226
"Gm41194",0,NA,NA,NA,NA,NA
"LOC118567354",0.285695130067469,1.83634526585383,4.50195279767507,0.407899715608339,0.683347301560736,NA
"Gm21451",0.166087910147614,-1.0050126202798,4.56209215174643,-0.220296431297441,0.825640299311718,NA
"Gm16867",0.17840642147047,-1.00501262027981,4.56209215174643,-0.220296431297441,0.825640299311718,NA
"LOC118568161",0,NA,NA,NA,NA,NA
"Entpd4",0.259754926343266,1.91933337637278,4.49843805130554,0.426666623944227,0.669622163726805,NA
"Gm16677",0,NA,NA,NA,NA,NA
"Gm41197",0,NA,NA,NA,NA,NA
"Synb",0,NA,NA,NA,NA,NA
"Gm31748",0,NA,NA,NA,NA,NA
"Gm27222",0,NA,NA,NA,NA,NA
"LOC118567338",0,NA,NA,NA,NA,NA
"Slc25a37",0,NA,NA,NA,NA,NA
"Gm37762",0,NA,NA,NA,NA,NA
"Nkx3-1",0,NA,NA,NA,NA,NA
"Gm31632",0,NA,NA,NA,NA,NA
"Nkx2-6",0,NA,NA,NA,NA,NA
"1700092C10Rik",0,NA,NA,NA,NA,NA
"Rps2-ps5",0,NA,NA,NA,NA,NA
"Stc1",0,NA,NA,NA,NA,NA
"Gm41192",0,NA,NA,NA,NA,NA
"Gm47256",0,NA,NA,NA,NA,NA
"Gm31281",0,NA,NA,NA,NA,NA
"Gm46476",0,NA,NA,NA,NA,NA
"Gm52094",0,NA,NA,NA,NA,NA
"Adam28",0,NA,NA,NA,NA,NA
"Adamdec1",0,NA,NA,NA,NA,NA
"Gm41191",0,NA,NA,NA,NA,NA
"Adam7",0.702062929968315,-0.0547173572586807,3.98410948621585,-0.0137338989924827,0.989042278509559,0.99908871025226
"Gm31227",0,NA,NA,NA,NA,NA
"Gm41190",0,NA,NA,NA,NA,NA
"Gm22319",0,NA,NA,NA,NA,NA
"A230070E04Rik",0,NA,NA,NA,NA,NA
"Nefm",0,NA,NA,NA,NA,NA
"Gm19216",0,NA,NA,NA,NA,NA
"Nefl",0,NA,NA,NA,NA,NA
"Gm31107",0,NA,NA,NA,NA,NA
"Gm52127",0,NA,NA,NA,NA,NA
"Gm41189",0.879674144777041,2.2736067049261,3.70819889051445,0.613129654599156,0.539790613530674,0.99908871025226
"Gm41188",0,NA,NA,NA,NA,NA
"Mir6539",0,NA,NA,NA,NA,NA
"Dock5",0,NA,NA,NA,NA,NA
"Gnrh1",0,NA,NA,NA,NA,NA
"Kctd9",0,NA,NA,NA,NA,NA
"Cdca2",0,NA,NA,NA,NA,NA
"Gm24981",0,NA,NA,NA,NA,NA
"Gm38409",0,NA,NA,NA,NA,NA
"Gm10860",0,NA,NA,NA,NA,NA
"4930438E09Rik",0,NA,NA,NA,NA,NA
"Gm6878",0,NA,NA,NA,NA,NA
"Gm52149",0,NA,NA,NA,NA,NA
"Ebf2",0,NA,NA,NA,NA,NA
"Gm20675",0,NA,NA,NA,NA,NA
"Gm30806",0,NA,NA,NA,NA,NA
"Gm30438",0,NA,NA,NA,NA,NA
"Gm52123",0,NA,NA,NA,NA,NA
"Ppp2r2a",0,NA,NA,NA,NA,NA
"Bnip3l",0,NA,NA,NA,NA,NA
"Gm24258",0,NA,NA,NA,NA,NA
"Gm9570",0,NA,NA,NA,NA,NA
"Pnma2",0,NA,NA,NA,NA,NA
"Gm5464",0,NA,NA,NA,NA,NA
"Dpysl2",0,NA,NA,NA,NA,NA
"Gm9130",0,NA,NA,NA,NA,NA
"LOC118568160",0,NA,NA,NA,NA,NA
"Adra1a",0,NA,NA,NA,NA,NA
"Gm41184",0,NA,NA,NA,NA,NA
"LOC115488419",0,NA,NA,NA,NA,NA
"Stmn4",0,NA,NA,NA,NA,NA
"Gm41183",0,NA,NA,NA,NA,NA
"Trim35",0,NA,NA,NA,NA,NA
"1700001G11Rik",0,NA,NA,NA,NA,NA
"Gm52099",0,NA,NA,NA,NA,NA
"Gm52098",0,NA,NA,NA,NA,NA
"Ptk2b",0,NA,NA,NA,NA,NA
"Chrna2",0,NA,NA,NA,NA,NA
"Ephx2",0,NA,NA,NA,NA,NA
"Gm10233",0,NA,NA,NA,NA,NA
"Adam2",0,NA,NA,NA,NA,NA
"Gulo",0,NA,NA,NA,NA,NA
"Clu",0,NA,NA,NA,NA,NA
"Gm19222",0,NA,NA,NA,NA,NA
"Scara3",0,NA,NA,NA,NA,NA
"Gm41182",0,NA,NA,NA,NA,NA
"Gm41181",0,NA,NA,NA,NA,NA
"Ccdc25",0,NA,NA,NA,NA,NA
"Esco2",0,NA,NA,NA,NA,NA
"Pbk",0,NA,NA,NA,NA,NA
"Scara5",4402.94650996081,-1.54712307205952,1.86542122196042,-0.829369288740912,0.406895474171794,0.99908871025226
"LOC118568159",0,NA,NA,NA,NA,NA
"Gm30245",0,NA,NA,NA,NA,NA
"Nuggc",0,NA,NA,NA,NA,NA
"Elp3",0,NA,NA,NA,NA,NA
"9530047P18Rik",0,NA,NA,NA,NA,NA
"Pnoc",0,NA,NA,NA,NA,NA
"Zfp395",0,NA,NA,NA,NA,NA
"LOC118568158",0,NA,NA,NA,NA,NA
"Gm41178",0,NA,NA,NA,NA,NA
"Fbxo16",0,NA,NA,NA,NA,NA
"Gm52141",0,NA,NA,NA,NA,NA
"Gm9086",0,NA,NA,NA,NA,NA
